Content Image,Style Image,Mask Image,Stylized Output,timestamp
.gradio\flagged\Content Image\84c813fc0d290ff0541b\OIP.jpg,.gradio\flagged\Style Image\3dfa97655db6e6b31474\th.jpg,.gradio\flagged\Mask Image\d6f9d0b1d3ed83fd2925\OIP 1.jpg,,2025-05-25 19:11:06.870252
